IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.65.76.138,443,443,true,FRA,Europe,Frankfurt,287,0.23
34.34.53.252,443,443,true,FRA,Europe,Frankfurt,288,0.21
34.107.102.79,443,443,true,FRA,Europe,Frankfurt,277,0.21
34.116.142.119,443,443,true,FRA,Europe,Frankfurt,298,0.21
34.107.19.191,443,443,true,FRA,Europe,Frankfurt,334,0.20
34.90.5.4,443,443,true,FRA,Europe,Frankfurt,239,0.20
34.65.25.114,443,443,true,FRA,Europe,Frankfurt,281,0.20
34.154.42.27,443,443,true,FRA,Europe,Frankfurt,256,0.19
34.65.139.23,443,443,true,FRA,Europe,Frankfurt,288,0.19
34.65.106.250,443,443,true,FRA,Europe,Frankfurt,241,0.18
34.107.102.79,443,443,true,FRA,Europe,Frankfurt,329,0.17
34.65.136.216,443,443,true,FRA,Europe,Frankfurt,288,0.16
34.118.51.188,443,443,true,FRA,Europe,Frankfurt,358,0.16
34.118.99.19,443,443,true,FRA,Europe,Frankfurt,289,0.15
35.204.229.43,443,443,true,FRA,Europe,Frankfurt,295,0.15
34.118.27.52,443,443,true,FRA,Europe,Frankfurt,324,0.15
34.91.54.160,443,443,true,FRA,Europe,Frankfurt,280,0.15
34.154.243.21,443,443,true,FRA,Europe,Frankfurt,281,0.15
34.116.154.215,443,443,true,FRA,Europe,Frankfurt,366,0.15
34.116.154.215,443,443,true,FRA,Europe,Frankfurt,294,0.14
34.65.129.192,443,443,true,FRA,Europe,Frankfurt,285,0.13
34.116.138.163,443,443,true,FRA,Europe,Frankfurt,297,0.12
34.65.139.23,443,443,true,FRA,Europe,Frankfurt,254,0.12
34.65.106.250,443,443,true,FRA,Europe,Frankfurt,268,0.12
34.32.214.127,443,443,true,FRA,Europe,Frankfurt,284,0.11
34.65.196.170,443,443,true,FRA,Europe,Frankfurt,255,0.11
34.118.99.186,443,443,true,FRA,Europe,Frankfurt,278,0.11
34.118.104.113,443,443,true,FRA,Europe,Frankfurt,282,0.10
34.107.65.94,443,443,true,FRA,Europe,Frankfurt,281,0.10
34.107.85.111,443,443,true,FRA,Europe,Frankfurt,306,0.09
34.32.196.236,443,443,true,FRA,Europe,Frankfurt,272,0.09
34.154.97.127,443,443,true,FRA,Europe,Frankfurt,268,0.08
34.65.203.90,443,443,true,FRA,Europe,Frankfurt,257,0.08
34.34.32.211,443,443,true,FRA,Europe,Frankfurt,289,0.07
34.65.25.114,443,443,true,FRA,Europe,Frankfurt,255,0.07
34.65.10.225,443,443,true,FRA,Europe,Frankfurt,276,0.06
34.65.76.138,443,443,true,FRA,Europe,Frankfurt,266,0.06
34.34.53.252,443,443,true,FRA,Europe,Frankfurt,280,0.05
34.116.138.156,443,443,true,FRA,Europe,Frankfurt,301,0.05
34.116.188.237,443,443,true,FRA,Europe,Frankfurt,316,0.05
35.204.7.211,443,443,true,FRA,Europe,Frankfurt,289,0.04
34.118.91.9,443,443,true,FRA,Europe,Frankfurt,290,0.04
35.204.134.209,443,443,true,FRA,Europe,Frankfurt,278,0.03
34.32.152.102,443,443,true,FRA,Europe,Frankfurt,290,0.03
34.65.254.136,443,443,true,FRA,Europe,Frankfurt,286,0.03
34.154.151.221,443,443,true,FRA,Europe,Frankfurt,276,0.03
34.91.151.106,443,443,true,FRA,Europe,Frankfurt,284,0.03
34.65.225.189,443,443,true,FRA,Europe,Frankfurt,268,0.02
34.91.133.41,443,443,true,FRA,Europe,Frankfurt,393,0.01
34.65.168.20,443,443,true,FRA,Europe,Frankfurt,290,0.01
34.101.169.73,80,8080,false,CGK,Asia Pacific,Jakarta,16,0.00
34.101.169.73,80,8080,false,CGK,Asia Pacific,Jakarta,25,0.00
34.22.100.72,443,443,true,ICN,Asia Pacific,Seoul,78,0.00
34.80.222.225,80,443,false,SIN,Asia Pacific,Singapore,130,0.00
34.168.218.118,443,443,true,SEA,North America,Seattle,156,0.00
34.168.152.133,443,80,false,SEA,North America,Seattle,156,0.00
34.83.75.32,443,443,true,SEA,North America,Seattle,157,0.00
34.83.75.32,443,443,true,SEA,North America,Seattle,157,0.00
34.168.152.133,80,80,false,SEA,North America,Seattle,157,0.00
34.105.3.218,443,443,true,SEA,North America,Seattle,157,0.00
34.105.49.234,443,443,true,SEA,North America,Seattle,169,0.00
34.82.188.91,443,443,true,SEA,North America,Seattle,193,0.00
35.245.15.225,443,443,true,IAD,North America,Ashburn,212,0.00
34.148.187.247,443,443,true,ATL,North America,Atlanta,227,0.00
34.65.99.15,443,443,true,FRA,Europe,Frankfurt,252,0.00
34.65.177.174,443,443,true,FRA,Europe,Frankfurt,252,0.00
34.65.154.70,443,443,true,FRA,Europe,Frankfurt,252,0.00
35.246.182.171,443,443,true,FRA,Europe,Frankfurt,257,0.00
34.65.95.192,443,443,true,FRA,Europe,Frankfurt,258,0.00
34.65.169.173,443,443,true,FRA,Europe,Frankfurt,258,0.00
34.65.170.148,443,443,true,FRA,Europe,Frankfurt,260,0.00
34.89.186.147,443,443,true,FRA,Europe,Frankfurt,263,0.00
34.65.206.32,443,443,true,FRA,Europe,Frankfurt,265,0.00
34.65.97.27,443,443,true,FRA,Europe,Frankfurt,266,0.00
34.65.156.232,443,443,true,FRA,Europe,Frankfurt,266,0.00
34.65.141.172,443,443,true,FRA,Europe,Frankfurt,270,0.00
34.90.42.240,443,443,true,FRA,Europe,Frankfurt,272,0.00
34.159.54.249,443,443,true,FRA,Europe,Frankfurt,279,0.00
34.154.108.137,443,443,true,FRA,Europe,Frankfurt,280,0.00
34.65.129.192,443,443,true,FRA,Europe,Frankfurt,287,0.00
34.65.196.170,443,443,true,FRA,Europe,Frankfurt,289,0.00
34.65.156.232,443,443,true,FRA,Europe,Frankfurt,293,0.00
34.91.57.107,443,443,true,FRA,Europe,Frankfurt,294,0.00
34.154.50.5,443,443,true,FRA,Europe,Frankfurt,296,0.00
34.107.106.178,443,443,true,FRA,Europe,Frankfurt,364,0.00
